Frame,Reps,Hip Angle,Knee Angle,Back Angle,Error_Back_Straightness,Error_Knee_Caving,Error_Hip_Depth
0,1,168.28476075392547,158.41571260468928,177.89389092162662,1,0,0
1,1,149.68307361399755,147.62434213824866,165.37752359251687,0,1,0
2,1,108.99638498958618,93.78026043553885,173.17328817987152,0,0,0
3,1,82.51956479018817,157.2583625711755,178.66303534365082,1,1,1
4,1,154.58115961164606,128.05144476616175,170.72625861522715,1,1,1
5,1,154.95315880637838,72.23823286966882,163.67707769856892,1,0,0
6,1,96.7359419607538,95.11533294880073,173.22992987653697,0,0,1
7,1,127.08894251088964,78.55440546119931,171.84287134333817,0,1,0
8,1,108.58272175512808,73.72882605309607,168.18544939336422,1,0,0
9,1,85.04072261462584,119.70609435807073,170.08662654236508,0,0,0
10,1,108.09010755370474,133.17184953226504,172.43013298054956,1,1,1
11,1,109.62129119398543,72.63168780838936,179.1095013664877,0,1,1
12,1,84.83797823028752,105.1298441999927,173.36554874851132,1,1,1
13,1,110.72793041469497,157.04781387127377,160.90129826488135,1,0,1
14,1,125.14016535422276,135.98009246026183,172.62053858589294,1,0,1
15,1,165.95406611151324,140.06026421118557,165.20603678613412,0,1,0
16,1,131.3573676420599,156.94534579468242,164.77628939583852,1,0,1
17,1,130.80812293822413,107.83220954814378,162.60400617881695,0,1,0
18,1,167.6431691101473,139.7634234677558,171.11939581557527,0,0,0
19,1,168.641849069787,106.36586577719882,162.86181639759857,1,0,1
20,1,81.14880995158522,153.18661210033991,172.11688207527658,1,1,1
21,1,135.68965319427733,97.3466011826039,172.24853265314292,0,1,0
22,1,101.16118215142079,140.03714014645232,161.6180099558725,0,0,1
23,1,80.41742582601557,126.37726861016108,172.25170315722323,0,0,0
24,1,151.5329274378871,126.58353156892689,167.33794437791954,0,0,1
25,1,118.09961204079741,77.11310776257218,165.07870255992026,1,1,1
26,1,119.28056923939751,136.71999191755796,167.22730102276864,0,1,0
27,1,109.10170943721593,112.15586203159063,168.62046195592956,1,0,0
28,1,106.54765549325577,104.29382272558385,179.52085677938803,1,0,1
29,1,121.92925709079623,114.56117508777538,165.4212682245144,0,1,1
30,1,155.07413701325368,118.20982570317133,163.87164869148378,1,1,0
31,1,123.79405178855039,131.14974360158362,165.8434268946784,0,1,0
32,1,149.70257346209928,103.49006232214761,167.52434728984747,0,1,0
33,1,107.81158745169647,140.2412223731893,162.1467354929996,1,0,1
34,1,150.71350571438933,100.73218292358516,172.60415433323888,0,1,1
35,1,165.56475638877544,82.96518133687549,176.59035547604952,0,0,0
36,1,101.25675722976635,126.67987000570506,177.39699327377005,1,1,0
37,1,127.26131451251307,71.4194518840563,162.789139024571,0,0,0
38,2,146.60789747906617,115.83376970238713,171.23888398338747,1,1,1
39,2,86.09743156614313,88.1836042487786,175.3617043231953,1,0,0
40,2,84.34541600717958,87.90060915777129,168.40210648176415,0,0,0
41,2,129.3911933606227,158.68817792311398,161.3460110229259,0,1,1
42,2,127.2600187670909,99.93509604568133,178.1835713791771,0,0,0
43,2,168.71083113902893,123.45139886389026,174.2185203433356,0,0,0
44,2,168.02962972926673,136.0189617219428,176.837921768272,1,1,0
45,2,102.80387532295082,91.46256365657558,160.72830000137827,1,1,1
46,2,97.67563896682438,112.50453979932945,168.14763989814418,0,0,1
47,2,152.3217350258534,136.38484633648054,178.06527827447178,0,0,1
48,2,157.35542685759754,93.27267492589084,161.5900312783294,0,0,0
49,2,146.74652620148686,95.46580446980576,171.1717691197478,0,1,0
50,2,113.5957288479853,122.43300611074889,172.2608166772211,1,1,1
51,2,95.38574824041378,85.65251947257956,162.97490174162837,1,0,1
52,2,93.99627681546244,147.05629502466076,177.89748651336558,1,0,0
53,2,89.21088214818285,70.40571365635348,162.25780115292116,0,0,1
54,2,121.91571238038381,140.7702069943939,177.334424316134,0,0,0
55,2,101.33375878158027,155.55767039440482,167.5946328163375,1,0,1
56,2,88.72125330169989,143.38014415832416,175.56611516886153,0,0,0
57,2,117.50299745707301,146.237992012935,168.71979944561676,1,0,0
58,2,144.3391650080598,74.56987695203628,175.64937991418066,0,0,0
59,2,125.48855917833164,138.02067269794924,176.17550179268108,1,1,1
