Frame,Reps,Hip Angle,Knee Angle,Back Angle,Error_Back_Straightness,Error_Knee_Caving,Error_Hip_Depth
0,1,163.1985081837749,116.09309929916633,177.6448349149702,0,1,0
1,1,124.51467778842853,82.42065190120023,164.8089614910455,1,1,0
2,1,161.4888513930257,122.71302210328909,178.34745225602475,1,1,1
3,1,123.23968890646532,100.37089634109863,170.38757027852049,0,1,0
4,1,99.57450891468048,159.88454730164835,169.96367999246343,0,1,0
5,1,158.4518592636251,152.81134408841083,179.01272791851213,0,1,0
6,1,148.34530913738763,120.73083624604479,164.37080662446135,0,0,0
7,1,98.03310815642898,94.75126751668326,170.88122482403935,0,0,1
8,1,164.76999015277204,70.78248290025289,179.26700515050968,1,1,1
9,1,111.70045763066815,86.5870043293329,162.33652989239226,1,1,1
10,1,133.6070755639978,77.69769178149895,178.2107254426475,0,0,0
11,1,148.53057244892568,75.17245553256001,167.21392516261838,1,0,0
12,1,89.50166517435454,101.78402775497148,170.43093610729852,1,0,1
13,1,113.84676851149885,120.19538969157111,167.7818061590123,1,1,1
14,1,128.8701729305513,134.45004905965737,160.90628424806158,1,0,0
15,1,153.4247063752826,76.50359910670977,177.87083907921155,1,1,1
16,1,166.9922513999228,148.01269460418467,167.92458170468328,1,1,0
17,1,100.16128002466272,135.06195360410595,161.3861328559657,1,0,1
18,1,93.69904756498075,106.80383348183076,165.60874116594778,0,1,0
19,1,121.33308965912349,154.59711928950972,172.2135977861957,0,0,0
20,1,102.55472397396002,117.23419277161787,176.56440421043663,0,1,1
21,1,94.67838814976098,117.2765235600508,169.2419233928643,1,0,1
22,1,118.89674008136362,146.47559598201417,171.29848079331921,0,0,1
23,1,92.45005560190138,85.02465385451997,166.04484124161115,0,0,0
24,1,156.43138006483122,102.0713879906585,166.7250362466207,0,0,1
25,1,118.48621440091208,159.53791824114353,167.11410861568314,0,0,1
26,1,87.37618694283697,125.53871354768829,169.13241478031787,1,1,1
27,1,132.36526049412353,84.90725085128047,161.22672626168995,0,0,0
28,1,93.88784899101749,91.37755720310534,164.0166026612786,1,0,0
29,1,152.4915573833489,107.5669462445696,161.51261709941085,0,1,0
30,1,156.10896111806522,91.50688388847874,174.05790338916177,0,1,1
31,1,104.26018422453055,72.22827003905553,178.47143326638638,0,0,1
32,1,124.35845914357051,139.15975664568145,162.16071591565603,0,1,0
33,1,155.55194137867255,70.8391431397649,173.5024364602827,0,1,1
34,1,91.4085141763225,115.63889116947618,167.61998147341203,0,1,0
35,1,87.34899283500809,74.86660163771869,172.92374868612083,0,1,0
36,1,111.8101300054247,91.6974409225469,172.42160542930222,0,1,0
37,1,94.18661016874634,88.94405093279903,176.73780680613825,0,1,1
38,2,160.2709889682921,158.49371189481974,176.9342997736304,1,0,0
39,2,151.18742324687344,84.89451158709981,178.9603406903405,1,1,0
40,2,81.32229943601237,87.99507453813064,174.3170475881925,1,1,1
41,2,125.52769039754645,153.89395994384276,170.82844338575262,1,0,1
42,2,87.41381985779073,124.97385096864541,173.08922126928783,1,0,0
43,2,91.45083929555561,131.84404076093375,162.6012289250582,0,0,1
44,2,97.29334932796174,126.72960999771934,175.8716767759493,1,0,0
45,2,122.7041766736312,143.835829240376,164.9700927412449,0,0,1
46,2,99.7840316491288,93.43460492189975,168.8281451677769,1,0,1
47,2,107.1765596029035,158.9310696390218,167.30913103214522,0,1,1
48,2,145.37044912226378,74.99611493304398,178.54867266679278,0,0,0
49,2,113.23723496569951,125.99298587465402,179.74804090000802,1,0,0
50,2,141.7816528678718,117.67018749493855,178.51687883760212,1,1,1
51,2,84.71529859211796,77.12946017373706,160.37823699501425,0,0,0
52,2,93.87576562901835,126.80861669676386,177.6832149644098,1,0,0
53,2,157.32761430166198,138.66897546019803,163.16446557267787,0,1,1
54,2,126.79698177437257,99.45139480947921,179.32210531863683,0,1,1
55,2,144.4063103692036,85.29691325639806,161.1013115078023,0,0,1
56,2,151.15300526712116,141.7395971517695,170.15367852549488,0,0,1
57,2,130.91838210106596,116.28654957267847,178.94093461544404,1,0,1
58,2,118.51206889246606,109.08424587338791,164.51866259005453,1,1,0
59,2,83.3467586695643,93.13541550328017,169.5424874566253,1,0,1
60,2,91.57694700713648,119.59926830590715,168.19979836331868,0,0,0
61,2,122.49462652080035,121.39297791466545,170.5745995760698,1,0,0
62,2,146.23385850286232,109.8198603937897,179.87713600280176,0,1,1
63,2,125.93647068832726,109.4894987738437,174.59415278724126,0,0,0
64,2,120.06368164318033,117.51391993082609,162.3489181645632,0,1,0
65,2,165.15051286428832,121.80491945702292,162.6266957979344,0,1,0
66,2,107.21252078821689,100.2173109455792,173.92064324276777,0,1,1
67,2,110.69898452576372,149.21226037414556,162.22675704091156,0,0,0
68,2,156.54523271512716,145.40145404719078,178.95815337468952,0,0,0
69,2,150.0276523586794,124.92382801169941,178.25161742040842,0,0,1
70,2,90.9322235922963,157.62419223070057,165.76222523852127,0,0,1
71,2,123.14783709747351,99.20769428066885,163.3568058186047,1,1,0
72,2,119.31596134897681,71.88746606499744,176.0979987228277,0,0,1
73,2,151.03520374188304,126.514068880402,178.69553576131312,0,1,1
74,2,128.40391155707087,127.3829922606719,170.16876228423132,1,1,0
75,3,158.39436119915803,140.71413742118506,168.93999640026954,1,0,0
76,3,163.22593711499977,122.91513484680954,171.68803398583123,0,0,0
77,3,146.7831407644162,143.23264376703764,168.7669280715025,1,1,0
78,3,152.86241798162604,72.53615418077294,172.81787574288376,1,0,1
79,3,167.0005086375519,94.38316616205199,177.50377276196298,1,0,1
80,3,155.80213570737186,72.82977553867555,164.76171170239712,0,0,0
81,3,81.43603598376416,110.89861797305085,178.93973857560542,1,1,0
82,3,113.74387183654446,86.98133239032532,163.15476110403344,1,0,0
83,3,124.19975151538041,119.72896310620946,172.87167912286182,0,0,1
84,3,161.39440640039265,137.01422358591725,163.38094629089485,1,1,1
85,3,119.07368565590038,132.29434339546884,169.5937128455677,1,0,1
86,3,120.02934731789014,111.92744839719631,169.06653063393213,0,1,0
87,3,102.94657318894976,112.32215907475698,168.55411985150977,1,1,0
88,3,148.74891207456855,145.59581540079319,164.59976153934852,0,1,0
89,3,105.09649484533492,145.46010646206196,168.77211666706629,0,0,1
90,3,151.80808938607538,79.12051187554971,176.15393532217536,1,0,0
91,3,83.05088316883031,89.28803628353303,177.9078547629411,0,1,1
92,3,113.08730470351405,89.13959523277211,179.55638085641172,1,1,1
93,3,90.42034621969454,117.5472206501069,160.28496808529596,1,1,1
94,3,130.77943092112943,93.57721491641104,178.07271803733008,0,1,1
95,3,97.40745263004081,105.4160550575103,161.50823975110072,1,0,0
96,3,99.10306207707845,156.1839671129011,166.4776689950705,1,0,1
97,3,136.79963031875218,139.45514108787486,171.71048145685924,1,0,0
98,3,91.70348927194979,113.6912571395591,175.86074596577234,1,1,0
99,3,113.64454383286227,90.33017136031991,160.96710907204871,0,1,0
100,3,138.24633215645036,112.09984008203935,166.960364470794,1,0,0
101,3,164.30026452851138,109.82723278720593,174.0972926805978,0,1,0
102,3,145.11648260638412,96.9617432951129,170.64232446911632,0,1,0
103,3,157.05669792548593,117.79763606457195,172.88047592167095,0,0,0
104,3,83.31673610594301,84.77007605892226,177.34529691288975,1,1,0
105,3,131.6571306093152,120.33626868898385,164.6342592038399,1,1,1
106,3,127.59910725504993,95.47061887089137,166.34713971180315,0,0,1
107,3,148.75751104577432,98.55719863388262,167.14906491471024,1,1,1
108,3,109.0856436429953,130.1179659170055,175.0173244337868,1,0,0
109,3,160.74864734709476,71.27042320605695,179.56829030086772,1,0,1
110,3,90.5958898667678,110.55845656228364,178.33541549433602,0,0,1
111,3,120.31045615555391,126.37885768334795,172.60260445959085,0,0,1
112,4,162.9878275772752,133.43060107695166,179.53552991036256,1,1,0
113,4,162.57506039340342,158.0517031452215,173.29118670954975,1,0,0
114,4,104.08417315009599,88.04076223796989,174.95903169239907,0,0,0
115,4,100.98344505436711,114.37468449975805,167.25980508544188,1,1,0
116,4,114.30907803600275,118.06239639321846,171.89477028023384,0,0,0
