Frame,Reps,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,Form Quality
75,0,154.81377326063588,147.99186323573684,163.44620736452393,156.59713073717523,100
76,0,155.76871094306316,148.48924113085687,164.47509814493682,155.90722292174797,100
77,0,155.78939573138757,150.843520198312,161.52006399215094,157.95822873842292,100
78,0,156.77271154298293,154.42173864336743,160.80147944608657,161.6217621983191,100
79,0,158.2368919268997,156.90009007099113,161.2006925246037,162.6313805008943,100
80,0,160.8349045590907,158.5185035098431,163.0802596691165,163.04811600782142,100
81,0,168.32754070185553,162.90896686856212,171.84867568334082,165.36761413660537,100
82,0,171.54166242354802,166.18501938845256,175.01984582259732,168.67794406691883,100
83,0,174.9094543793126,170.25400425269788,176.32709872831583,170.9951866428133,100
84,0,177.60226032665375,171.27724000991685,177.44574562263392,169.762177458776,100
85,0,177.92864314230198,173.78627983478765,175.93114411657356,173.91506501054528,100
86,0,178.85010135152865,175.19388508914088,176.64367582782327,174.03691323391806,100
87,0,176.9632990773603,176.74964968592255,174.6690389537955,176.6282506474166,100
88,0,177.28550234190826,177.5909205971885,175.15803607465352,177.13573257002304,100
89,0,178.66765663446375,177.67308511317094,175.97527372853475,176.82759338503428,100
90,0,176.6672895000146,179.0253292503026,171.36936957145636,178.4494224312475,100
91,0,179.38998033626225,179.2253110042405,173.9892717265551,179.5322005567683,100
92,0,175.38786364033584,178.25404124497408,179.22657644659674,178.39790706823214,100
93,0,175.2796039285937,178.62703704475715,179.5677936645946,179.51697365794962,100
94,0,174.8338925598484,178.31211979621835,179.52867537539748,179.3335489140021,100
95,0,176.4155629118925,179.16097897434042,175.12371983385998,176.1108121496037,100
96,0,176.77704439050174,176.7541243458318,174.68131747183847,178.32882540198628,100
97,0,176.48484440675398,179.4386814288494,174.4587904772008,172.64721371369023,100
98,0,177.02646898614483,179.03299518889776,172.33405364487004,172.82345189572084,100
99,0,177.284871331054,177.9640765462693,171.42860277919505,173.124034946079,100
100,0,176.8209016418436,177.75890925719435,172.85964524388274,174.48661815682502,100
101,0,178.68010758635364,175.44277159122444,171.80150681565019,179.117018296144,100
102,0,178.46433692937526,175.2430799593679,173.15217147086778,179.56056461344235,100
103,0,177.6102323472332,174.9633651335388,174.45306058520646,179.5701524016419,100
104,0,177.29505098442036,174.8152135617483,174.61159974689554,179.50200933865526,100
